id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT00845,"=""1601438""",,"=""4262519671270""",Uwell Caliburn G4 Pod Kit,"=""twilight-silver""",Pods,,25%,15%,
CAT00846,"=""1601439""",,"=""4262519671294""",Uwell Caliburn G4 Pod Kit,"=""karst-grey""",Pods,,25%,15%,
CAT00847,"=""1601441""",,"=""4262519671317""",Uwell Caliburn G4 Pod Kit,"=""flamingo-red""",Pods,,25%,15%,
CAT00848,"=""1601443""",,"=""4262519671331""",Uwell Caliburn G4 Pod Kit,"=""sahara-gold""",Pods,,25%,15%,
CAT00849,"=""1601444""",,"=""4262519671348""",Uwell Caliburn G4 Mini Pod Kit,"=""night-black""",Pods,,25%,15%,
CAT00850,"=""1601450""",,"=""4262519671409""",Uwell Caliburn G4 Mini Pod Kit,"=""champ-gold""",Pods,,25%,15%,
CAT00851,"=""1601445""",,"=""4262519671355""",Uwell Caliburn G4 Mini Pod Kit,"=""dusty-indigo""",Pods,,25%,15%,
CAT00852,"=""1601446""",,"=""4262519671362""",Uwell Caliburn G4 Mini Pod Kit,"=""paddy-green""",Pods,,25%,15%,
CAT00853,"=""1601447""",,"=""4262519671379""",Uwell Caliburn G4 Mini Pod Kit,"=""peafowl-emerald""",Pods,,25%,15%,
CAT00854,"=""1601448""",,"=""4262519671386""",Uwell Caliburn G4 Mini Pod Kit,"=""phoenix-purple""",Pods,,25%,15%,
CAT00855,"=""1601449""",,"=""4262519671393""",Uwell Caliburn G4 Mini Pod Kit,"=""coast-gold""",Pods,,25%,15%,
CAT00856,"=""1602145""",,"=""4262519671416""",3x Uwell Caliburn G4 GPP V2 Pod Tank Verdampfer - 3 ml,"=""0.4""",Pods,,25%,15%,
CAT00857,"=""1602146""",,"=""4262519671423""",3x Uwell Caliburn G4 GPP V2 Pod Tank Verdampfer - 3 ml,"=""0.6""",Pods,,25%,15%,
CAT00858,"=""1602147""",,"=""4262519671430""",3x Uwell Caliburn G4 GPP V2 Pod Tank Verdampfer - 3 ml,"=""0.9""",Pods,,25%,15%,
CAT00859,"=""EL810103""",,"=""6932570103628""",Elfbar 800 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00860,"=""EL810106""",,"=""6932570103659""",Elfbar 800 Einweg E-Zigarette - Kiwi Passion Fruit Guava (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00861,"=""EL810107""",,"=""6932570166234""",Elfbar 800 Einweg E-Zigarette - Lemon Lime (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00862,"=""EL810108""",,"=""6932570103673""",Elfbar 800 Einweg E-Zigarette - Mad Blue (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00863,"=""EL810110""",,"=""6932570103697""",Elfbar 800 Einweg E-Zigarette - Pineapple Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00864,"=""EL810112""",,"=""6932570103710""",Elfbar 800 Einweg E-Zigarette - Strawberry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00865,"=""EL810113""",,"=""6932570103727""",Elfbar 800 Einweg E-Zigarette - Strawberry Raspberry Cherry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00866,"=""EL84001003""",,"=""4262481460490""",Elfbar 800 Einweg E-Zigarette - Blueberry Sour Raspberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00867,"=""EL84001006""",,"=""4262481460520""",Elfbar 800 Einweg E-Zigarette - Kiwi Passion Fruit Guava (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00868,"=""EL84001007""",,"=""4262481460537""",Elfbar 800 Einweg E-Zigarette - Lemon Lime (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00869,"=""EL84001008""",,"=""4262481460544""",Elfbar 800 Einweg E-Zigarette - Mad Blue (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00870,"=""EL84001010""",,"=""4262481460568""",Elfbar 800 Einweg E-Zigarette - Pineapple Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00871,"=""EL84001012""",,"=""4262481460582""",Elfbar 800 Einweg E-Zigarette - Strawberry Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00872,"=""EL84001013""",,"=""4262481460599""",Elfbar 800 Einweg E-Zigarette - Strawberry Raspberry Cherry Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00873,"=""EL810117""",,"=""6932570161314""",Elfbar 800 Einweg E-Zigarette - Cactus Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00874,"=""EL810118""",,"=""6932570161321""",Elfbar 800 Einweg E-Zigarette - Coconut Blueberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00875,"=""EL810119""",,"=""6932570161338""",Elfbar 800 Einweg E-Zigarette - Dragon Fruit Strawberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00876,"=""EL810123""",,"=""6932570161369""",Elfbar 800 Einweg E-Zigarette - Strawberry Apricot (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00877,"=""EL84001017""",,"=""4262481468571""",Elfbar 800 Einweg E-Zigarette - Cactus Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00878,"=""EL84001018""",,"=""4262481468588""",Elfbar 800 Einweg E-Zigarette - Coconut Blueberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00879,"=""EL84001019""",,"=""4262481468595""",Elfbar 800 Einweg E-Zigarette - Dragon Fruit Strawberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00880,"=""EL84001023""",,"=""4262481468632""",Elfbar 800 Einweg E-Zigarette - Strawberry Apricot (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT00881,"=""802135""",,"=""4262519671645""",2x Vaporesso Luxe XR MTL Pod Tank Verdampfer - Ohne Coil (Neue Version),,Pods,,25%,15%,
CAT00882,"=""802136""",,"=""4262519671652""",2x Vaporesso Luxe XR DL Pod Tank Verdampfer - Ohne Coil (Neue Version),,Pods,,25%,15%,
CAT00883,"=""7705108""",,"=""4262445576465""",Ambition Mods Boro 2.0 - Empty Pod,"=""white""",Pods,,25%,15%,
CAT00884,"=""801722""",,"=""4262519671928""",Vaporesso XROS 5 Pod Kit,"=""coral-red""",Pods,,25%,15%,
CAT00885,"=""801727""",,"=""4262519671935""",Vaporesso XROS 5 Pod Kit,"=""jade-green""",Pods,,25%,15%,
CAT00886,"=""801723""",,"=""4262519671911""",Vaporesso XROS 5 Pod Kit,"=""blue-silk""",Pods,,25%,15%,
CAT00887,"=""801728""",,"=""4262519671942""",Vaporesso XROS 5 Pod Kit,"=""lavender-purple""",Pods,,25%,15%,
CAT00888,"=""801724""",,"=""4262519671898""",Vaporesso XROS 5 Pod Kit,"=""carbon-stripe""",Pods,,25%,15%,
CAT00889,"=""801729""",,"=""4262519671973""",Vaporesso XROS 5 Pod Kit,"=""opal-pink""",Pods,,25%,15%,
CAT00890,"=""801731""",,"=""4262519671959""",Vaporesso XROS 5 Pod Kit,"=""violet-silk""",Pods,,25%,15%,
CAT00891,"=""801732""",,"=""4262519672000""",Vaporesso XROS 5 Mini Pod Kit,"=""titanium-silver""",Pods,,25%,15%,
CAT00892,"=""801733""",,"=""4262519671997""",Vaporesso XROS 5 Mini Pod Kit,"=""carbon-black""",Pods,,25%,15%,
CAT00893,"=""801740""",,"=""4262519672024""",Vaporesso XROS 5 Mini Pod Kit,"=""sky-blue""",Pods,,25%,15%,
CAT00894,"=""801738""",,"=""4262519672031""",Vaporesso XROS 5 Mini Pod Kit,"=""purple""",Pods,,25%,15%,
CAT00895,"=""801739""",,"=""4262519672062""",Vaporesso XROS 5 Mini Pod Kit,"=""rose-red""",Pods,,25%,15%,
CAT00896,"=""801734""",,"=""4262519672017""",Vaporesso XROS 5 Mini Pod Kit,"=""flowing-blue""",Pods,,25%,15%,
CAT00897,"=""801735""",,"=""4262519672048""",Vaporesso XROS 5 Mini Pod Kit,"=""flowing-green""",Pods,,25%,15%,
CAT00898,"=""801736""",,"=""4262519672079""",Vaporesso XROS 5 Mini Pod Kit,"=""flowing-pink""",Pods,,25%,15%,
CAT00899,"=""801737""",,"=""4262519672055""",Vaporesso XROS 5 Mini Pod Kit,"=""pastel-crystal""",Pods,,25%,15%,
CAT00900,"=""801741""",,"=""4262519671980""",Vaporesso XROS 5 Mini Pod Kit,"=""black""",Pods,,25%,15%,
CAT00901,"=""8101409""",,"=""4262519672215""",OXVA Xlim Pro 2 DNA Pod Kit,"=""Luminous Forged Carbon Fiber""",Pods,,25%,15%,
CAT00902,"=""8101410""",,"=""4262519672222""",OXVA Xlim Pro 2 DNA Pod Kit,"=""Nebula Gray""",Pods,,25%,15%,
CAT00903,"=""8101411""",,"=""4262519672239""",OXVA Xlim Pro 2 DNA Pod Kit,"=""Frost Titanium Blue""",Pods,,25%,15%,
CAT00904,"=""8101412""",,"=""4262519672246""",OXVA Xlim Pro 2 DNA Pod Kit,"=""Silk Brown""",Pods,,25%,15%,
CAT00905,"=""8101413""",,"=""4262519672253""",OXVA Xlim Pro 2 DNA Pod Kit,"=""Silk White""",Pods,,25%,15%,
CAT00906,"=""8102089""",,"=""4262519672260""",3x OXVA Xlim Top Fill SS Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT00907,"=""8102090""",,"=""4262519672277""",3x OXVA Xlim Top Fill SS Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00908,"=""8102091""",,"=""4262519672284""",3x OXVA Xlim Top Fill SS Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00909,"=""8102092""",,"=""4262519672291""",3x OXVA Xlim Top Fill SS Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00910,"=""2501785""",,"=""4262519672314""",Voopoo Argus Klyc Pod Kit,"=""Black & Gold""",Pods,,25%,15%,
CAT00911,"=""2501786""",,"=""4262519672338""",Voopoo Argus Klyc Pod Kit,"=""Red & Gold""",Pods,,25%,15%,
CAT00912,"=""2501788""",,"=""4262519672321""",Voopoo Argus Klyc Pod Kit,"=""Dreamy Blue""",Pods,,25%,15%,
CAT00913,"=""2501789""",,"=""4262519672345""",Voopoo Argus Klyc Pod Kit,"=""Moss Green""",Pods,,25%,15%,
CAT00914,"=""2501790""",,"=""4262519672352""",Voopoo Argus Klyc Pod Kit,"=""Dusty Pink""",Pods,,25%,15%,
CAT00915,"=""2402106""",,"=""4262519672819""",DotMod dotAIO V4 Pod Tank Verdampfer - Ohne Coil,"=""clear""",Pods,,25%,15%,
CAT00916,"=""2402109""",,"=""4262519672840""",DotMod dotAIO V4 Pod Tank Verdampfer - Ohne Coil,"=""red""",Pods,,25%,15%,
CAT00917,"=""1601453""",,"=""4262519672444""",Uwell Typhos Pod Kit,"=""gem-blue""",Pods,,25%,15%,
CAT00918,"=""1601454""",,"=""4262519672413""",Uwell Typhos Pod Kit,"=""polar-black""",Pods,,25%,15%,
CAT00919,"=""1601455""",,"=""4262519672420""",Uwell Typhos Pod Kit,"=""starlight-silver""",Pods,,25%,15%,
CAT00920,"=""1601456""",,"=""4262519672437""",Uwell Typhos Pod Kit,"=""cement-gray""",Pods,,25%,15%,
CAT00921,"=""1601457""",,"=""4262519672451""",Uwell Typhos Pod Kit,"=""polar-green""",Pods,,25%,15%,
CAT00922,"=""1601458""",,"=""4262519672468""",Uwell Typhos Pod Kit,"=""polar-purple""",Pods,,25%,15%,
CAT00923,"=""1601459""",,"=""4262519672475""",Uwell Typhos Pod Kit,"=""dune-gold""",Pods,,25%,15%,
CAT00924,"=""1602148""",,"=""4262519672482""",2x Uwell Typhos Dual Mesh Pod Tank Verdampfer,"=""0.3""",Pods,,25%,15%,
CAT00925,"=""1602149""",,"=""4262519672499""",2x Uwell Typhos Mesh Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00926,"=""1602150""",,"=""4262519672505""",2x Uwell Typhos Mesh Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00927,"=""2501792""",,"=""4262519672512""",Voopoo Vinci E80 Pod Kit,"=""spray-black""",Pods,,25%,15%,
CAT00928,"=""2501795""",,"=""4262519672543""",Voopoo Vinci E80 Pod Kit,"=""green""",Pods,,25%,15%,
CAT00929,"=""2501796""",,"=""4262519672550""",Voopoo Vinci E80 Pod Kit,"=""orange-red-gradient""",Pods,,25%,15%,
CAT00930,"=""2501793""",,"=""4262519672529""",Voopoo Vinci E80 Pod Kit,"=""metal-gray""",Pods,,25%,15%,
CAT00931,"=""2502113""",,"=""4262519672581""",2x Voopoo Vinci E Pod Tank Verdampfer,"=""0.3""",Pods,,25%,15%,
CAT00932,"=""2502114""",,"=""4262519672598""",2x Voopoo Vinci E Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00933,"=""2502115""",,"=""4262519672604""",2x Voopoo Vinci E Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00934,"=""802137""",,"=""4262519673090""",4x Vaporesso XROS Series Corex 3.0 Pod Tank Verdampfer - 3ml,"=""0.6""",Pods,,25%,15%,
CAT00935,"=""802138""",,"=""4262519673106""",4x Vaporesso XROS Series Corex 3.0 Pod Tank Verdampfer - 3ml,"=""0.8""",Pods,,25%,15%,
CAT00936,"=""802143""",,"=""4262519675889""",4x Vaporesso XROS Series Corex 3.0 Pod Tank Verdampfer - 3ml,"=""0.4""",Pods,,25%,15%,
CAT00937,"=""8101421""",,"=""4262519672949""",OXVA NeXlim Go Pod Kit,"=""space-gray""",Pods,,25%,15%,
CAT00938,"=""8101422""",,"=""4262519672925""",OXVA NeXlim Go Pod Kit,"=""black-warrior""",Pods,,25%,15%,
CAT00939,"=""8101424""",,"=""4262519672956""",OXVA NeXlim Go Pod Kit,"=""starry-blue""",Pods,,25%,15%,
CAT00940,"=""8101427""",,"=""4262519672987""",OXVA NeXlim Go Pod Kit,"=""sahara-brown""",Pods,,25%,15%,
CAT00941,"=""8101428""",,"=""4262519672994""",OXVA NeXlim Go Pod Kit,"=""rose-pink""",Pods,,25%,15%,
CAT00942,"=""8101423""",,"=""4262519672932""",OXVA NeXlim Go Pod Kit,"=""silky-black""",Pods,,25%,15%,
CAT00943,"=""8101425""",,"=""4262519672963""",OXVA NeXlim Go Pod Kit,"=""silky-coffee""",Pods,,25%,15%,
CAT00944,"=""8101426""",,"=""4262519672970""",OXVA NeXlim Go Pod Kit,"=""silky-purple""",Pods,,25%,15%,
CAT00945,"=""10581001""",,"=""4262519672659""",Pava Horiz Pro Pod Kit,"=""aurora-blue""",Pods,,25%,15%,
CAT00946,"=""10581006""",,"=""4262519672673""",Pava Horiz Pro Pod Kit,"=""queens-pink""",Pods,,25%,15%,
CAT00947,"=""10581008""",,"=""4262519672680""",Pava Horiz Pro Pod Kit,"=""parkle-gold""",Pods,,25%,15%,
CAT00948,"=""10581007""",,"=""4262519672635""",Pava Horiz Pro Pod Kit,"=""brown-woodgrain""",Pods,,25%,15%,
CAT00949,"=""10581004""",,"=""4262519672642""",Pava Horiz Pro Pod Kit,"=""pearly-white""",Pods,,25%,15%,
CAT00950,"=""10581005""",,"=""4262519672666""",Pava Horiz Pro Pod Kit,"=""leather-orange""",Pods,,25%,15%,
CAT00951,"=""10581002""",,"=""4262519672611""",Pava Horiz Pro Pod Kit,"=""gray-carbon""",Pods,,25%,15%,
CAT00952,"=""10581003""",,"=""4262519672628""",Pava Horiz Pro Pod Kit,"=""silver-carbon""",Pods,,25%,15%,
CAT00953,"=""10581009""",,"=""4262519672703""",Pava Horiz Ultra Pod Kit,"=""space-grey""",Pods,,25%,15%,
CAT00954,"=""10581013""",,"=""4262519672734""",Pava Horiz Ultra Pod Kit,"=""noble-gold""",Pods,,25%,15%,
CAT00955,"=""10581010""",,"=""4262519672697""",Pava Horiz Ultra Pod Kit,"=""elegant-silver""",Pods,,25%,15%,
CAT00956,"=""10581011""",,"=""4262519672710""",Pava Horiz Ultra Pod Kit,"=""jewel-blue""",Pods,,25%,15%,
CAT00957,"=""10581012""",,"=""4262519672727""",Pava Horiz Ultra Pod Kit,"=""pearly-white""",Pods,,25%,15%,
CAT00958,"=""10582002""",,"=""4262519672741""",3x Pava Horiz Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00959,"=""10582003""",,"=""4262519672758""",3x Pava Horiz Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00960,"=""301459""",,"=""4262519673199""",Eleaf iVeni Duo Pod Kit,"=""black""",Pods,,25%,15%,
CAT00961,"=""301461""",,"=""4262519673212""",Eleaf iVeni Duo Pod Kit,"=""blue-gradient""",Pods,,25%,15%,
CAT00962,"=""301462""",,"=""4262519673236""",Eleaf iVeni Duo Pod Kit,"=""light-pink""",Pods,,25%,15%,
CAT00963,"=""301463""",,"=""4262519673229""",Eleaf iVeni Duo Pod Kit,"=""purple""",Pods,,25%,15%,
CAT00964,"=""301460""",,"=""4262519673205""",Eleaf iVeni Duo Pod Kit,"=""gradient-silver-black""",Pods,,25%,15%,
CAT00965,"=""301464""",,"=""4262519673243""",Eleaf iVeni Duo Pod Kit,"=""gradient-pink-green""",Pods,,25%,15%,
CAT00966,"=""302169""",,"=""4262519673250""",4x Eleaf iVeni Duo Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT00967,"=""302170""",,"=""4262519673267""",4x Eleaf iVeni Duo Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT00968,"=""302171""",,"=""4262519673274""",4x Eleaf iVeni Duo Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT00969,"=""2501817""",,"=""4262519672871""",Voopoo Vmate Pro 2 Pod Kit,"=""space-grey""",Pods,,25%,15%,
CAT00970,"=""2501818""",,"=""4262519672864""",Voopoo Vmate Pro 2 Pod Kit,"=""glacier-silver""",Pods,,25%,15%,
CAT00971,"=""2501821""",,"=""4262519672918""",Voopoo Vmate Pro 2 Pod Kit,"=""neon""",Pods,,25%,15%,
CAT00972,"=""2501820""",,"=""4262519672888""",Voopoo Vmate Pro 2 Pod Kit,"=""navy-blue""",Pods,,25%,15%,
CAT00973,"=""2501822""",,"=""4262519672901""",Voopoo Vmate Pro 2 Pod Kit,"=""lavender""",Pods,,25%,15%,
CAT00974,"=""2501823""",,"=""4262519672895""",Voopoo Vmate Pro 2 Pod Kit,"=""fresh-green""",Pods,,25%,15%,
CAT00975,"=""2501819""",,"=""4262519672857""",Voopoo Vmate Pro 2 Pod Kit,"=""gilt-black""",Pods,,25%,15%,
CAT00976,"=""STE5001091""",,"=""4262510824613""",2x 187 Strassenbande 187 POD Prefilled Pod - Babba Bum - Maxwell Edition,"=""20mg""",Pods,,25%,15%,
CAT00977,"=""STE5001093""",,"=""4262510824675""",2x 187 Strassenbande 187 POD Prefilled Pod - Happy Cactuz,"=""20mg""",Pods,,25%,15%,
CAT00978,"=""STE5001094""",,"=""4262510824682""",2x 187 Strassenbande 187 POD Prefilled Pod - I Love Hamburg,"=""20mg""",Pods,,25%,15%,
CAT00979,"=""STE5001095""",,"=""4262510824682""",2x 187 Strassenbande 187 POD Prefilled Pod - I Scream Pistacio,"=""20mg""",Pods,,25%,15%,
CAT00980,"=""STE5001096""",,"=""4262510824705""",2x 187 Strassenbande 187 POD Prefilled Pod - Juicy Puzzy,"=""20mg""",Pods,,25%,15%,
CAT00981,"=""STE5001097""",,"=""4262510824729""",2x 187 Strassenbande 187 POD Prefilled Pod - Pille - Bonez MC,"=""20mg""",Pods,,25%,15%,
CAT00982,"=""STE5001098""",,"=""4262510824736""",2x 187 Strassenbande 187 POD Prefilled Pod - Pink Mellow,"=""20mg""",Pods,,25%,15%,
CAT00983,"=""STE5001099""",,"=""4262510824743""",2x 187 Strassenbande 187 POD Prefilled Pod - Quelle - SA4 Edition,"=""20mg""",Pods,,25%,15%,
CAT00984,"=""STE5001100""",,"=""4262510824750""",2x 187 Strassenbande 187 POD Prefilled Pod - Reeperbahn,"=""20mg""",Pods,,25%,15%,
CAT00985,"=""STE5001101""",,"=""4262510824767""",2x 187 Strassenbande 187 POD Prefilled Pod - Schwarze Taube,"=""20mg""",Pods,,25%,15%,
CAT00986,"=""STE5001102""",,"=""4262510824835""",2x 187 Strassenbande 187 POD Prefilled Pod - Waternelom,"=""20mg""",Pods,,25%,15%,
CAT00987,"=""1601461""",,"=""4262519673014""",Uwell Caliburn G4 Pro Pod Kit,"=""pearl-silver""",Pods,,25%,15%,
CAT00988,"=""1601462""",,"=""4262519673021""",Uwell Caliburn G4 Pro Pod Kit,"=""iron-gray""",Pods,,25%,15%,
CAT00989,"=""1601466""",,"=""4262519673076""",Uwell Caliburn G4 Pro Pod Kit,"=""fantasy-pink""",Pods,,25%,15%,
CAT00990,"=""1601464""",,"=""4262519673038""",Uwell Caliburn G4 Pro Pod Kit,"=""ink-blue""",Pods,,25%,15%,
CAT00991,"=""1601465""",,"=""4262519673045""",Uwell Caliburn G4 Pro Pod Kit,"=""light-green""",Pods,,25%,15%,
CAT00992,"=""1601463""",,"=""4262519673007""",Uwell Caliburn G4 Pro Pod Kit,"=""stripe-black""",Pods,,25%,15%,
CAT00993,"=""1601467""",,"=""4262519673052""",Uwell Caliburn G4 Pro Pod Kit,"=""frost-white""",Pods,,25%,15%,
CAT00994,"=""1601468""",,"=""4262519673069""",Uwell Caliburn G4 Pro Pod Kit,"=""desert-gold""",Pods,,25%,15%,
CAT00995,"=""STE5001103""",,"=""4262510824606""",2x 187 Strassenbande 187 POD Prefilled Pod - 040 Hamburg,"=""20mg""",Pods,,25%,15%,
CAT00996,"=""EL810101""",,"=""6932570103604""",Elfbar 800 Einweg E-Zigarette - Blue Razz Lemonade (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00997,"=""EL810126""",,"=""6941976293574""",Elfbar 800 Einweg E-Zigarette - Blue Razz Lemonade (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT00998,"=""EL810102""",,"=""6932570103611""",Elfbar 800 Einweg E-Zigarette - Blueberry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT00999,"=""EL810127""",,"=""6941976293581""",Elfbar 800 Einweg E-Zigarette - Blueberry (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01000,"=""EL810104""",,"=""6932570103635""",Elfbar 800 Einweg E-Zigarette - Cherry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01001,"=""EL810128""",,"=""6941976293604""",Elfbar 800 Einweg E-Zigarette - Cherry (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01002,"=""EL810109""",,"=""6932570103680""",Elfbar 800 Einweg E-Zigarette - Menthol (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01003,"=""EL810130""",,"=""6941976296247""",Elfbar 800 Einweg E-Zigarette - Menthol (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01004,"=""EL810114""",,"=""6932570103734""",Elfbar 800 Einweg E-Zigarette - Watermelon (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01005,"=""EL810133""",,"=""6941976294298""",Elfbar 800 Einweg E-Zigarette - Watermelon (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01006,"=""EL84001001""",,"=""4262481460476""",Elfbar 800 Einweg E-Zigarette - Blue Razz Lemonade (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01007,"=""EL84001026""",,"=""4262519672093""",Elfbar 800 Einweg E-Zigarette - Blue Razz Lemonade (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01008,"=""EL84001002""",,"=""4262481460483""",Elfbar 800 Einweg E-Zigarette - Blueberry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01009,"=""EL84001027""",,"=""4262519672109""",Elfbar 800 Einweg E-Zigarette - Blueberry (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01010,"=""EL84001004""",,"=""4262481460506""",Elfbar 800 Einweg E-Zigarette - Cherry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01011,"=""EL84001028""",,"=""4262519672116""",Elfbar 800 Einweg E-Zigarette - Cherry (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01012,"=""EL84001009""",,"=""4262481460551""",Elfbar 800 Einweg E-Zigarette - Menthol (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01013,"=""EL84001030""",,"=""4262519672130""",Elfbar 800 Einweg E-Zigarette - Menthol (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01014,"=""EL84001014""",,"=""4262481460605""",Elfbar 800 Einweg E-Zigarette - Watermelon (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01015,"=""EL84001033""",,"=""4262519672161""",Elfbar 800 Einweg E-Zigarette - Watermelon (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01016,"=""EL810116""",,"=""6932570161307""",Elfbar 800 Einweg E-Zigarette - Blackberry Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01017,"=""EL810125""",,"=""6941976294304""",Elfbar 800 Einweg E-Zigarette - Blackberry Ice (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01018,"=""EL810120""",,"=""6932570161345""",Elfbar 800 Einweg E-Zigarette - Grape Mint (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01019,"=""EL810129""",,"=""6941976296186""",Elfbar 800 Einweg E-Zigarette - Grape Mint (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01020,"=""EL810121""",,"=""6932570161352""",Elfbar 800 Einweg E-Zigarette - Mixed Berries (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01021,"=""EL810131""",,"=""6941976296216""",Elfbar 800 Einweg E-Zigarette - Mixed Berries (VE = 10Stk),"=""0mg""",Einweg,,25%,15%,
CAT01022,"=""EL84001016""",,"=""4262481468564""",Elfbar 800 Einweg E-Zigarette - Blackberry Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01023,"=""EL84001025""",,"=""4262519672086""",Elfbar 800 Einweg E-Zigarette - Blackberry Ice (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01024,"=""EL84001020""",,"=""4262481468601""",Elfbar 800 Einweg E-Zigarette - Grape Mint (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01025,"=""EL84001029""",,"=""4262519672123""",Elfbar 800 Einweg E-Zigarette - Grape Mint (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01026,"=""EL84001021""",,"=""4262481468618""",Elfbar 800 Einweg E-Zigarette - Mixed Berries (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01027,"=""EL84001031""",,"=""4262519672147""",Elfbar 800 Einweg E-Zigarette - Mixed Berries (VE = 400Stk),"=""0mg""",Einweg,,25%,15%,
CAT01028,"=""801766""",,"=""4262519674011""",Vaporesso Eco One Pro Pod Kit,"=""sapphire-blue""",Pods,,25%,15%,
CAT01029,"=""801765""",,"=""4262519674028""",Vaporesso Eco One Pro Pod Kit,"=""wine-red""",Pods,,25%,15%,
CAT01030,"=""801767""",,"=""4262519674035""",Vaporesso Eco One Pro Pod Kit,"=""jade-green""",Pods,,25%,15%,
CAT01031,"=""801764""",,"=""4262519674042""",Vaporesso Eco One Pro Pod Kit,"=""mocha-brown""",Pods,,25%,15%,
