id,Bestellnummer,Menge,EAN,Name,Variante,Kategorie,L3-EK (privat),Aufschlag Standard,Aufschlag Minimum,VK
CAT01032,"=""801768""",,"=""4262519674059""",Vaporesso Eco One Pro Pod Kit,"=""frost-pink""",Pods,,25%,15%,
CAT01033,"=""8102108""",,,3x OXVA Xlim EZ Pod Tank Verdampfer Promo 10 + 1 Gratis Bundle,"=""0.4""",Pods,,25%,15%,
CAT01034,"=""8102109""",,,3x OXVA Xlim EZ Pod Tank Verdampfer Promo 10 + 1 Gratis Bundle,"=""0.6""",Pods,,25%,15%,
CAT01035,"=""8102110""",,,3x OXVA Xlim EZ Pod Tank Verdampfer Promo 10 + 1 Gratis Bundle,"=""0.8""",Pods,,25%,15%,
CAT01036,"=""8102111""",,,3x OXVA Xlim EZ Pod Tank Verdampfer Promo 10 + 1 Gratis Bundle,"=""1.2""",Pods,,25%,15%,
CAT01037,"=""2501843""",,"=""4262519673113""",Voopoo Argus Matrix Pod Kit,"=""carbon-black""",Pods,,25%,15%,
CAT01038,"=""2501844""",,"=""4262519673120""",Voopoo Argus Matrix Pod Kit,"=""astral-silver""",Pods,,25%,15%,
CAT01039,"=""2501845""",,"=""4262519673137""",Voopoo Argus Matrix Pod Kit,"=""iris-blue""",Pods,,25%,15%,
CAT01040,"=""2501847""",,"=""4262519673151""",Voopoo Argus Matrix Pod Kit,"=""lake-green""",Pods,,25%,15%,
CAT01041,"=""2501846""",,"=""4262519673144""",Voopoo Argus Matrix Pod Kit,"=""navy-blue""",Pods,,25%,15%,
CAT01042,"=""1101359""",,"=""4262519674417""",Innokin Coolfire P60 Pod Kit,"=""orange""",Pods,,25%,15%,
CAT01043,"=""1101360""",,"=""4262519674424""",Innokin Coolfire P60 Pod Kit,"=""light-purple""",Pods,,25%,15%,
CAT01044,"=""1101362""",,"=""4262519674431""",Innokin Coolfire P60 Pod Kit,"=""pale-pink""",Pods,,25%,15%,
CAT01045,"=""1101361""",,"=""4262519674400""",Innokin Coolfire P60 Pod Kit,"=""pearl-white""",Pods,,25%,15%,
CAT01046,"=""1101358""",,"=""4262519674394""",Innokin Coolfire P60 Pod Kit,"=""blue-silver-gradient""",Pods,,25%,15%,
CAT01047,"=""1601486""",,"=""4262519673953""",Uwell Caliburn G4 Classic Pod Kit,"=""classic-black""",Pods,,25%,15%,
CAT01048,"=""1601487""",,"=""4262519673960""",Uwell Caliburn G4 Classic Pod Kit,"=""classic-silver""",Pods,,25%,15%,
CAT01049,"=""1601488""",,"=""4262519673984""",Uwell Caliburn G4 Classic Pod Kit,"=""alpine-green""",Pods,,25%,15%,
CAT01050,"=""1601489""",,"=""4262519673977""",Uwell Caliburn G4 Classic Pod Kit,"=""abyss-blue""",Pods,,25%,15%,
CAT01051,"=""STE5001106""",,"=""4262510826556""",2x 187 Strassenbande 187 POD Prefilled Pod - Cloud Energy,"=""20mg""",Pods,,25%,15%,
CAT01052,"=""STE5001108""",,"=""4262510826617""",2x 187 Strassenbande 187 POD Prefilled Pod - Spring Break,"=""20mg""",Pods,,25%,15%,
CAT01053,"=""STE5001109""",,"=""4262510826679""",2x 187 Strassenbande 187 POD Prefilled Pod - Supa Black,"=""20mg""",Pods,,25%,15%,
CAT01054,"=""8102093""",,"=""4262519674165""",3x OXVA Xlim Top Fill CL Pod Tank Verdampfer - 3 ml,"=""0.4""",Pods,,25%,15%,
CAT01055,"=""8102094""",,"=""4262519674172""",3x OXVA Xlim Top Fill CL Pod Tank Verdampfer - 3 ml,"=""0.6""",Pods,,25%,15%,
CAT01056,"=""8102095""",,"=""4262519674189""",3x OXVA Xlim Top Fill CL Pod Tank Verdampfer - 3 ml,"=""0.8""",Pods,,25%,15%,
CAT01057,"=""8102096""",,"=""4262519674196""",3x OXVA Xlim Top Fill CL Pod Tank Verdampfer - 3 ml,"=""1.2""",Pods,,25%,15%,
CAT01058,"=""10701001""",,"=""4255631146559""",Easy OWL Pod Kit,"=""black-carbon""",Pods,,25%,15%,
CAT01059,"=""10222113""",,"=""6937643554369""",2x Elfbar ELFA Pod - Cola & Orange,"=""20mg""",Pods,,25%,15%,
CAT01060,"=""10222115""",,"=""6937643554406""",2x Elfbar ELFA Pod - Dragon Fruit Blackberry,"=""20mg""",Pods,,25%,15%,
CAT01061,"=""10222117""",,"=""6937643554413""",2x Elfbar ELFA Pod - Pineapple Acai,"=""20mg""",Pods,,25%,15%,
CAT01062,"=""10222119""",,"=""6937643554390""",2x Elfbar ELFA Pod - Pineapple Coconut,"=""20mg""",Pods,,25%,15%,
CAT01063,"=""EFA101113""",,"=""6937643554444""",2x Elfbar ELFA Pod - Cola & Orange (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01064,"=""EFA101115""",,"=""6937643554475""",2x Elfbar ELFA Pod - Dragon Fruit Blackberry (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01065,"=""EFA101117""",,"=""6937643554482""",2x Elfbar ELFA Pod - Pineapple Acai (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01066,"=""EFA101119""",,"=""6937643554468""",2x Elfbar ELFA Pod - Pineapple Coconut (VE = 10Stk),"=""20mg""",Pods,,25%,15%,
CAT01067,"=""EFA4001169""",,"=""4262519673380""",2x Elfbar ELFA Pod - Cola & Orange (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01068,"=""EFA4001171""",,"=""4262519673397""",2x Elfbar ELFA Pod - Dragon Fruit Blackberry (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01069,"=""EFA4001173""",,"=""4262519673403""",2x Elfbar ELFA Pod - Pineapple Acai (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01070,"=""EFA4001175""",,"=""4262519673410""",2x Elfbar ELFA Pod - Pineapple Coconut (VE = 400Stk),"=""20mg""",Pods,,25%,15%,
CAT01071,"=""801776""",,"=""4262519675834""",Vaporesso Xros Pro 2 Pod Kit,"=""storm-blue""",Pods,,25%,15%,
CAT01072,"=""801777""",,"=""4262519675810""",Vaporesso Xros Pro 2 Pod Kit,"=""glittering-black""",Pods,,25%,15%,
CAT01073,"=""801778""",,"=""4262519675827""",Vaporesso Xros Pro 2 Pod Kit,"=""glittering-silver""",Pods,,25%,15%,
CAT01074,"=""801779""",,"=""4262519675841""",Vaporesso Xros Pro 2 Pod Kit,"=""dawn-purple""",Pods,,25%,15%,
CAT01075,"=""801780""",,"=""4262519675858""",Vaporesso Xros Pro 2 Pod Kit,"=""gem-green""",Pods,,25%,15%,
CAT01076,"=""801781""",,"=""4262519675865""",Vaporesso Xros Pro 2 Pod Kit,"=""glittering-gold""",Pods,,25%,15%,
CAT01077,"=""801782""",,"=""4262519675872""",Vaporesso Xros Pro 2 Pod Kit,"=""moonlit-pink""",Pods,,25%,15%,
CAT01078,"=""10221019""",,"=""6937643518736""",Elfbar ELFA Basisgerät - Limited,"=""meteor-grey-limited""",ELFBAR,,25%,15%,
CAT01079,"=""10221020""",,"=""6937643518743""",Elfbar ELFA Basisgerät - Limited,"=""obsidian-black-limited""",ELFBAR,,25%,15%,
CAT01080,"=""ELFA101019""",,"=""6937643518750""",Elfbar ELFA Basisgerät - Limited (VE = 10Stk),"=""meteor-grey-limited""",ELFBAR,,25%,15%,
CAT01081,"=""ELFA101020""",,"=""6937643518767""",Elfbar ELFA Basisgerät - Limited (VE = 10Stk),"=""obsidian-black-limited""",ELFBAR,,25%,15%,
CAT01082,"=""FA2001019""",,"=""4262519672208""",Elfbar ELFA Basisgerät - Limited (VE = 100Stk),"=""meteor-grey-limited""",ELFBAR,,25%,15%,
CAT01083,"=""FA2001020""",,"=""4262519672192""",Elfbar ELFA Basisgerät - Limited (VE = 100Stk),"=""obsidian-black-limited""",ELFBAR,,25%,15%,
CAT01084,"=""502161""",,"=""4262519674516""",Aspire Avata Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01085,"=""502162""",,"=""4262519674523""",Aspire Avata Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01086,"=""501356""",,"=""4262519674530""",Aspire Magnum Pod Kit,"=""black-skeleton-nexus""",Pods,,25%,15%,
CAT01087,"=""501357""",,"=""4262519674547""",Aspire Magnum Pod Kit,"=""black-dreamy-lucy""",Pods,,25%,15%,
CAT01088,"=""501358""",,"=""4262519674554""",Aspire Magnum Pod Kit,"=""black-booming-bear""",Pods,,25%,15%,
CAT01089,"=""501359""",,"=""4262519674639""",Aspire Magnum Pod Kit,"=""black-dream-catcher""",Pods,,25%,15%,
CAT01090,"=""501360""",,"=""4262519674561""",Aspire Magnum Pod Kit,"=""silver-funky-skull""",Pods,,25%,15%,
CAT01091,"=""501361""",,"=""4262519674578""",Aspire Magnum Pod Kit,"=""silver-little-monsters""",Pods,,25%,15%,
CAT01092,"=""501362""",,"=""4262519674585""",Aspire Magnum Pod Kit,"=""blue-fire-tiger""",Pods,,25%,15%,
CAT01093,"=""501363""",,"=""4262519674592""",Aspire Magnum Pod Kit,"=""green-evil-eyes""",Pods,,25%,15%,
CAT01094,"=""501364""",,"=""4262519674608""",Aspire Magnum Pod Kit,"=""purple-cyber-bear""",Pods,,25%,15%,
CAT01095,"=""501365""",,"=""4262519674615""",Aspire Magnum Pod Kit,"=""gold-skate-kong""",Pods,,25%,15%,
CAT01096,"=""501366""",,"=""4262519674622""",Aspire Magnum Pod Kit,"=""gold-mystic-galaxy""",Pods,,25%,15%,
CAT01097,"=""501402""",,"=""4262519675049""",Aspire Pixo Pod Kit,"=""black""",Pods,,25%,15%,
CAT01098,"=""501404""",,"=""4262519675063""",Aspire Pixo Pod Kit,"=""gunmetal""",Pods,,25%,15%,
CAT01099,"=""501407""",,"=""4262519675094""",Aspire Pixo Pod Kit,"=""beige""",Pods,,25%,15%,
CAT01100,"=""501409""",,"=""4262519675117""",Aspire Pixo Pod Kit,"=""frost-blue""",Pods,,25%,15%,
CAT01101,"=""501408""",,"=""4262519675100""",Aspire Pixo Pod Kit,"=""sage-green""",Pods,,25%,15%,
CAT01102,"=""501405""",,"=""4262519675070""",Aspire Pixo Pod Kit,"=""purple""",Pods,,25%,15%,
CAT01103,"=""501406""",,"=""4262519675087""",Aspire Pixo Pod Kit,"=""pink""",Pods,,25%,15%,
CAT01104,"=""501403""",,"=""4262519675056""",Aspire Pixo Pod Kit,"=""ice-silver""",Pods,,25%,15%,
CAT01105,"=""501410""",,"=""4262519675124""",Aspire Pixo Neo Pod Kit,"=""black""",Pods,,25%,15%,
CAT01106,"=""501411""",,"=""4262519675131""",Aspire Pixo Neo Pod Kit,"=""silver-grey""",Pods,,25%,15%,
CAT01107,"=""501415""",,"=""4262519675179""",Aspire Pixo Neo Pod Kit,"=""light-brown""",Pods,,25%,15%,
CAT01108,"=""501414""",,"=""4262519675162""",Aspire Pixo Neo Pod Kit,"=""purple""",Pods,,25%,15%,
CAT01109,"=""501412""",,"=""4262519675148""",Aspire Pixo Neo Pod Kit,"=""red""",Pods,,25%,15%,
CAT01110,"=""501413""",,"=""4262519675155""",Aspire Pixo Neo Pod Kit,"=""green""",Pods,,25%,15%,
CAT01111,"=""501416""",,"=""4262519675186""",Aspire Pixo Neo Pod Kit,"=""charcoal-blue""",Pods,,25%,15%,
CAT01112,"=""501417""",,"=""4262519675193""",Aspire Pixo Aura Pod Kit,"=""black""",Pods,,25%,15%,
CAT01113,"=""501423""",,"=""4262519675254""",Aspire Pixo Aura Pod Kit,"=""crimson-red""",Pods,,25%,15%,
CAT01114,"=""501418""",,"=""4262519675209""",Aspire Pixo Aura Pod Kit,"=""carbon-black""",Pods,,25%,15%,
CAT01115,"=""501424""",,"=""4262519675261""",Aspire Pixo Aura Pod Kit,"=""neon-purple""",Pods,,25%,15%,
CAT01116,"=""501425""",,"=""4262519675278""",Aspire Pixo Aura Pod Kit,"=""sakura-pink""",Pods,,25%,15%,
CAT01117,"=""501426""",,"=""4262519675285""",Aspire Pixo Aura Pod Kit,"=""white""",Pods,,25%,15%,
CAT01118,"=""501419""",,"=""4262519675216""",Aspire Pixo Aura Pod Kit,"=""grafitti-grey""",Pods,,25%,15%,
CAT01119,"=""501420""",,"=""4262519675223""",Aspire Pixo Aura Pod Kit,"=""vast-blue""",Pods,,25%,15%,
CAT01120,"=""501421""",,"=""4262519675230""",Aspire Pixo Aura Pod Kit,"=""speed-blue""",Pods,,25%,15%,
CAT01121,"=""501422""",,"=""4262519675247""",Aspire Pixo Aura Pod Kit,"=""tribal-orange""",Pods,,25%,15%,
CAT01122,"=""502169""",,"=""4262519675292""",2x Aspire Pixo Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01123,"=""502170""",,"=""4262519675308""",2x Aspire Pixo Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01124,"=""502171""",,"=""4262519675315""",2x Aspire Pixo Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT01125,"=""502172""",,"=""4262519675322""",2x Aspire Pixo Pod Tank Verdampfer,"=""1.2""",Pods,,25%,15%,
CAT01126,"=""1601491""",,"=""4262519675773""",Uwell Typhos SE Pod Kit,"=""gunmetal-grey""",Pods,,25%,15%,
CAT01127,"=""1601492""",,"=""4262519675766""",Uwell Typhos SE Pod Kit,"=""midnight-dark""",Pods,,25%,15%,
CAT01128,"=""1601494""",,"=""4262519675797""",Uwell Typhos SE Pod Kit,"=""navy-blue""",Pods,,25%,15%,
CAT01129,"=""1601495""",,"=""4262519675803""",Uwell Typhos SE Pod Kit,"=""burgundy-red""",Pods,,25%,15%,
CAT01130,"=""1601493""",,"=""4262519675780""",Uwell Typhos SE Pod Kit,"=""luxury-emerald""",Pods,,25%,15%,
CAT01131,"=""2501886""",,"=""4262519676329""",Voopoo Vrizz 2 Pod Kit,"=""black-leather""",Pods,,25%,15%,
CAT01132,"=""2501888""",,"=""4262519676343""",Voopoo Vrizz 2 Pod Kit,"=""blue-leather""",Pods,,25%,15%,
CAT01133,"=""2501887""",,"=""4262519676336""",Voopoo Vrizz 2 Pod Kit,"=""onyx-black""",Pods,,25%,15%,
CAT01134,"=""2501891""",,"=""4262519676374""",Voopoo Vrizz 2 Pod Kit,"=""sunset-purple""",Pods,,25%,15%,
CAT01135,"=""2501892""",,"=""4262519676381""",Voopoo Vrizz 2 Pod Kit,"=""white-leather""",Pods,,25%,15%,
CAT01136,"=""2501889""",,"=""4262519676350""",Voopoo Vrizz 2 Pod Kit,"=""azure""",Pods,,25%,15%,
CAT01137,"=""2501890""",,"=""4262519676367""",Voopoo Vrizz 2 Pod Kit,"=""sunrise-green""",Pods,,25%,15%,
CAT01138,"=""2501893""",,"=""4262519676398""",Voopoo Vrizz 2 Pod Kit,"=""pink-leather""",Pods,,25%,15%,
CAT01139,"=""2502119""",,"=""4262519676459""",2x Voopoo Vrizz 2 Pod Tank Verdampfer,"=""0.4""",Pods,,25%,15%,
CAT01140,"=""2502120""",,"=""4262519676466""",2x Voopoo Vrizz 2 Pod Tank Verdampfer,"=""0.7""",Pods,,25%,15%,
CAT01141,"=""2502121""",,"=""4262519676473""",2x Voopoo Vrizz 2 Dual Mesh Pod Tank Verdampfer,"=""0.7 / 0.4""",Pods,,25%,15%,
CAT01142,"=""801786""",,"=""4262519676770""",Vaporesso XROS 5 Pod Kit - Leather Edition,"=""red-leather""",Pods,,25%,15%,
CAT01143,"=""801787""",,"=""4262519676763""",Vaporesso XROS 5 Pod Kit - Leather Edition,"=""grey-leather""",Pods,,25%,15%,
CAT01144,"=""801788""",,"=""4262519676787""",Vaporesso XROS 5 Mini Pod Kit - Leather Edition,"=""mist-black""",Pods,,25%,15%,
CAT01145,"=""801789""",,"=""4262519676794""",Vaporesso XROS 5 Mini Pod Kit - Leather Edition,"=""mist-white""",Pods,,25%,15%,
CAT01146,"=""801790""",,"=""4262519676800""",Vaporesso XROS 5 Mini Pod Kit - Leather Edition,"=""retro-pink""",Pods,,25%,15%,
CAT01147,"=""801791""",,"=""4262519676817""",Vaporesso XROS 5 Mini Pod Kit - Leather Edition,"=""retro-orange""",Pods,,25%,15%,
CAT01148,"=""2401161""",,"=""4262519673625""",DotMod dotPod Max Kit - Neue Version,"=""black""",Pods,,25%,15%,
CAT01149,"=""2502117""",,"=""4262519676435""",2x Voopoo PnP X Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01150,"=""2502118""",,"=""4262519676442""",2x Voopoo PnP X Pod Tank Verdampfer,"=""1.0""",Pods,,25%,15%,
CAT01151,"=""ELFL10079""",,"=""4895258312816""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01152,"=""ELFL10080""",,"=""4895258314902""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01153,"=""ELFL10081""",,"=""4895258312830""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01154,"=""ELFL10082""",,"=""4895258314933""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01155,"=""ELFL10083""",,"=""4895258312823""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01156,"=""ELFL10084""",,"=""4895258314919""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01157,"=""ELFL10085""",,"=""4895258312793""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01158,"=""ELFL10086""",,"=""4895258314926""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01159,"=""ELFL10087""",,"=""4895258312809""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml,"=""20mg""",ELFBAR,,25%,15%,
CAT01160,"=""ELFL10088""",,"=""4895258314896""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml,"=""10mg""",ELFBAR,,25%,15%,
CAT01161,"=""EFL101117""",,"=""4895258312861""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01162,"=""EFL101118""",,"=""4895258314957""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01163,"=""EFL101119""",,"=""4895258312885""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01164,"=""EFL101120""",,"=""4895258314988""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01165,"=""EFL101121""",,"=""4895258312878""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01166,"=""EFL101122""",,"=""4895258314964""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01167,"=""EFL101123""",,"=""4895258312847""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01168,"=""EFL101124""",,"=""4895258314971""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01169,"=""EFL101125""",,"=""4895258312854""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01170,"=""EFL101126""",,"=""4895258314940""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml (VE = 10Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01171,"=""EFL2001129""",,"=""4262519674257""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01172,"=""EFL2001130""",,"=""4262519674240""",ELFBAR ELFLIQ Blackberry Cherry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01173,"=""EFL2001131""",,"=""4262519674271""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01174,"=""EFL2001132""",,"=""4262519674264""",ELFBAR ELFLIQ Coconut Blueberry Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01175,"=""EFL2001133""",,"=""4262519674318""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01176,"=""EFL2001134""",,"=""4262519674301""",ELFBAR ELFLIQ Frozen Berries Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01177,"=""EFL2001135""",,"=""4262519674332""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01178,"=""EFL2001136""",,"=""4262519674325""",ELFBAR ELFLIQ Lemon Mint Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01179,"=""EFL2001137""",,"=""4262519674349""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""20mg""",ELFBAR,,25%,15%,
CAT01180,"=""EFL2001138""",,"=""4895258314896""",ELFBAR ELFLIQ Pineapple Coconut Nikotinsalz Liquid 10 ml (VE = 200Stk),"=""10mg""",ELFBAR,,25%,15%,
CAT01181,"=""STE5001069""",,"=""4262435962568""",187 Strassenbande 187 POD Basisgerät,"=""graffiti""",Pods,,25%,15%,
CAT01182,"=""STE5001071""",,"=""4262435962537""",187 Strassenbande 187 POD Basisgerät,"=""gold""",Pods,,25%,15%,
CAT01183,"=""STE5001104""",,"=""4262510827591""",187 Strassenbande 187 POD Basisgerät,"=""green""",Pods,,25%,15%,
CAT01184,"=""902198""",,"=""4262519676626""",3x SMOK Novo Meshed Pod SLR Tank Verdampfer 2ml,"=""0.6""",Pods,,25%,15%,
CAT01185,"=""902199""",,"=""4262519676633""",3x SMOK Novo Meshed Pod SLR Tank Verdampfer 2ml,"=""0.8""",Pods,,25%,15%,
CAT01186,"=""2501894""",,"=""4262519676657""",Voopoo Vinci S Pod Kit,"=""silver""",Pods,,25%,15%,
CAT01187,"=""2501895""",,"=""4262519676640""",Voopoo Vinci S Pod Kit,"=""black""",Pods,,25%,15%,
CAT01188,"=""2501896""",,"=""4262519676664""",Voopoo Vinci S Pod Kit,"=""grey""",Pods,,25%,15%,
CAT01189,"=""2501900""",,"=""4262519676671""",Voopoo Vinci S Pod Kit,"=""pink""",Pods,,25%,15%,
CAT01190,"=""2501899""",,"=""4262519676701""",Voopoo Vinci S Pod Kit,"=""gold-gradient""",Pods,,25%,15%,
CAT01191,"=""2501898""",,"=""4262519676718""",Voopoo Vinci S Pod Kit,"=""blue-gradient""",Pods,,25%,15%,
CAT01192,"=""2501901""",,"=""4262519676688""",Voopoo Vinci S Pod Kit,"=""neon""",Pods,,25%,15%,
CAT01193,"=""2501897""",,"=""4262519676695""",Voopoo Vinci S Pod Kit,"=""green-gradient""",Pods,,25%,15%,
CAT01194,"=""2502122""",,"=""4262519676725""",2x Voopoo Vinci S Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01195,"=""2502123""",,"=""4262519676732""",2x Voopoo Vinci S Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01196,"=""801856""",,"=""4262519676824""",Vaporesso Eco Nano Plus Pod Kit,"=""midnight-black""",Pods,,25%,15%,
CAT01197,"=""801857""",,"=""4262519676831""",Vaporesso Eco Nano Plus Pod Kit,"=""space-silver""",Pods,,25%,15%,
CAT01198,"=""801858""",,"=""4262519676848""",Vaporesso Eco Nano Plus Pod Kit,"=""sky-blue""",Pods,,25%,15%,
CAT01199,"=""801861""",,"=""4262519676879""",Vaporesso Eco Nano Plus Pod Kit,"=""coral-pink""",Pods,,25%,15%,
CAT01200,"=""801860""",,"=""4262519676862""",Vaporesso Eco Nano Plus Pod Kit,"=""mocha-brown""",Pods,,25%,15%,
CAT01201,"=""801859""",,"=""4262519676855""",Vaporesso Eco Nano Plus Pod Kit,"=""grape-green""",Pods,,25%,15%,
CAT01202,"=""802144""",,"=""4262519676886""",2x Vaporesso Eco Nano Plus Lush Mesh Pod Tank Verdampfer,"=""0.6""",Pods,,25%,15%,
CAT01203,"=""802145""",,"=""4262519676893""",2x Vaporesso Eco Nano Plus Lush Mesh Pod Tank Verdampfer,"=""0.8""",Pods,,25%,15%,
CAT01204,"=""EL810115""",,"=""6941976202422""",Elfbar 800 Einweg E-Zigarette - Apple Peach (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01205,"=""EL810122""",,"=""6941976202439""",Elfbar 800 Einweg E-Zigarette - Peach Ice (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01206,"=""EL84001015""",,"=""4262481468557""",Elfbar 800 Einweg E-Zigarette - Apple Peach (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01207,"=""EL84001022""",,"=""4262481468625""",Elfbar 800 Einweg E-Zigarette - Peach Ice (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01208,"=""EL810134""",,"=""6941976202521""",Elfbar 800 Einweg E-Zigarette - Berry Mint (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01209,"=""EL810135""",,"=""6941976202446""",Elfbar 800 Einweg E-Zigarette - Blackberry Cherry (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01210,"=""EL810136""",,"=""6941976202507""",Elfbar 800 Einweg E-Zigarette - Blackberry Grape (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01211,"=""EL810137""",,"=""6941976202453""",Elfbar 800 Einweg E-Zigarette - Cola (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01212,"=""EL810138""",,"=""6941976202538""",Elfbar 800 Einweg E-Zigarette - Cream Tobacco (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01213,"=""EL810139""",,"=""6941976202460""",Elfbar 800 Einweg E-Zigarette - Frozen Berries (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01214,"=""EL810140""",,"=""6941976202477""",Elfbar 800 Einweg E-Zigarette - Pineapple Coconut (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01215,"=""EL810141""",,"=""6941976202514""",Elfbar 800 Einweg E-Zigarette - Red Berries (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01216,"=""EL810142""",,"=""6941976202484""",Elfbar 800 Einweg E-Zigarette - Sweet Berries (VE = 10Stk),"=""20mg""",Einweg,,25%,15%,
CAT01217,"=""EL84001034""",,"=""4262519676183""",Elfbar 800 Einweg E-Zigarette - Berry Mint (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
CAT01218,"=""EL84001035""",,"=""4262519676190""",Elfbar 800 Einweg E-Zigarette - Blackberry Cherry (VE = 400Stk),"=""20mg""",Einweg,,25%,15%,
